X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,TOT_RES,TOT_STAFF,BEDS,EXCESS_BED,OWNERSHIP,MEDICAIDID,MEDICAREID,STATE_LIC,SOURCETYPE
-82.42753808,29.67826607,10788,123242,NORTH FLORIDA RETIREMENT VILLAGE,8000 NW 27TH BOULEVARD,GAINESVILLE,FL,32606,NOT AVAILABLE,(352) 373-4032,ASSISTED CARE,OPEN,140,ALACHUA,12001,USA,29.67826607,-82.42753808,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2018-11-13T00:00:00Z,thevillageonline.com,-999,-999,140,-999,NORTH FLORIDA RETIREMENT VILLAGE INC.,NOT AVAILABLE,NOT AVAILABLE,4855,ASSISTED LIVING FACILITY
-82.38354287,29.63493442,13311,121324,SIGNATURE HEALTHCARE OF GAINESVILLE,4000 SW 20TH AVE,GAINESVILLE,FL,32607,NOT AVAILABLE,(352) 377-1981,NURSING HOME,OPEN,120,ALACHUA,12001,USA,29.63493442,-82.38354287,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,1170096,NURSING HOME
-82.39162961,29.70154065,4907,122709,HUNTER'S CROSSING PLACE-MEMORY CARE,4607 NW 53RD AVENUE,GAINESVILLE,FL,32606,4357,(352) 376-5151,ASSISTED CARE,OPEN,38,ALACHUA,12001,USA,29.70154065,-82.39162961,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2018-11-07T00:00:00Z,NOT AVAILABLE,-999,-999,38,-999,GAINESVILLE 4607 MC BG OPCO LLC,NOT AVAILABLE,NOT AVAILABLE,9442,ASSISTED LIVING FACILITY
-82.65600585,29.64398721,4920,123156,MISTY MEADOWS,103 NW 298TH STREET,NEWBERRY,FL,32669,NOT AVAILABLE,(352) 472-2820,ASSISTED CARE,OPEN,11,ALACHUA,12001,USA,29.64398721,-82.65600585,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2018-11-12T00:00:00Z,www.mistymeadowshome.com,-999,-999,11,-999,MISTY MEADOWS ASSISTED LIVING INC.,NOT AVAILABLE,NOT AVAILABLE,8031,ASSISTED LIVING FACILITY
-82.40648895,29.65077984,2576,121114,PALM GARDEN OF GAINESVILLE,227 SW 62ND BLVD,GAINESVILLE,FL,32607,NOT AVAILABLE,(352) 331-0601,NURSING HOME,OPEN,120,ALACHUA,12001,USA,29.65077984,-82.40648895,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,1408096,NURSING HOME
-82.41383907,29.66183876,15368,121033,NORTH FLORIDA REHABILITATION AND SPECIALTY CARE,6700 NW 10TH PLACE,GAINESVILLE,FL,32605,NOT AVAILABLE,(352) 331-3111,NURSING HOME,OPEN,120,ALACHUA,12001,USA,29.66183876,-82.41383907,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,www.consulatehealthcare.com,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,13690962,NURSING HOME
-82.33687988,29.6882754,15678,121849,ANNIE'S HOUSE,1201 NW 39TH AVE,GAINESVILLE,FL,32609,NOT AVAILABLE,(352) 505-3556,ASSISTED CARE,OPEN,14,ALACHUA,12001,USA,29.6882754,-82.33687988,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2018-10-24T00:00:00Z,NOT AVAILABLE,-999,-999,14,-999,ROLA PROPERTIES LLC,NOT AVAILABLE,NOT AVAILABLE,13015,ASSISTED LIVING FACILITY
-82.36964966,29.613902,14150,121352,SOUTHWEST RETIREMENT HOME,3207 SW 42ND PLACE,GAINESVILLE,FL,32608,NOT AVAILABLE,(352) 338-0252,ASSISTED CARE,OPEN,12,ALACHUA,12001,USA,29.613902,-82.36964966,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,12,-999,FOR-PROFIT,NOT AVAILABLE,NOT AVAILABLE,11911104,ASSISTED LIVING FACILITY
-82.59426889,29.82532699,14375,121174,PLANTATION OAKS SENIOR LIVING RESIDENCE,201 NE 1ST AVENUE,HIGH SPRINGS,FL,32643,NOT AVAILABLE,(386) 454-0801,ASSISTED CARE,OPEN,69,ALACHUA,12001,USA,29.82532699,-82.59426889,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,69,-999,FOR-PROFIT,NOT AVAILABLE,NOT AVAILABLE,11968014,ASSISTED LIVING FACILITY
-82.36000206,29.60489627,18372,121051,OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC,2660 SW 53RD LN,GAINESVILLE,FL,32608,NOT AVAILABLE,(352) 548-1135,NURSING HOME,OPEN,42,ALACHUA,12001,USA,29.60489627,-82.36000206,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,www.oakhammock.org,-999,-999,42,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,130471032,NURSING HOME
-82.4338685,29.66653569,23117,12680,HARBORCHASE OF GAINESVILLE,1415 FORT CLARKE BLVD,GAINESVILLE,FL,32606,NOT AVAILABLE,(352) 332-4505,ASSISTED CARE,OPEN,79,ALACHUA,12001,USA,29.66653569,-82.4338685,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,79,-999,FOR-PROFIT,NOT AVAILABLE,NOT AVAILABLE,11965444,ASSISTED LIVING FACILITY
-82.39767933,29.64214584,23335,12262,BROOKDALE GAINESVILLE SOUTHWEST,1001 SW 62ND BLVD,GAINESVILLE,FL,32607,NOT AVAILABLE,(352) 378-3838,ASSISTED CARE,OPEN,110,ALACHUA,12001,USA,29.64214584,-82.39767933,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,110,-999,FOR-PROFIT,NOT AVAILABLE,NOT AVAILABLE,11964882,ASSISTED LIVING FACILITY
-82.39194615,29.70216204,23663,122708,HUNTER'S CROSSING PLACE-ASSISTED LIVING,4601 NW 53RD AVE,GAINESVILLE,FL,32653,4882,(352) 338-7500,ASSISTED CARE,OPEN,60,ALACHUA,12001,USA,29.70216204,-82.39194615,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2018-11-07T00:00:00Z,www.brookdale.com,-999,-999,60,-999,GAINESVILLE 4601 AL BG OPCO LLC,NOT AVAILABLE,NOT AVAILABLE,9004,ASSISTED LIVING FACILITY
-82.36037712,29.60536816,20322,121050,OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA,2680 SW 53 RD LANE,GAINESVILLE,FL,32608,NOT AVAILABLE,(352) 548-1119,ASSISTED CARE,OPEN,70,ALACHUA,12001,USA,29.60536816,-82.36037713,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,70,-999,NOT-FOR-PROFIT,NOT AVAILABLE,NOT AVAILABLE,11966269,ASSISTED LIVING FACILITY
-82.41914649,29.62971343,27321,121448,TERRACE HEALTH & REHABILITATION CENTER,7207 SW 24TH AVE,GAINESVILLE,FL,32607,NOT AVAILABLE,(352) 333-0600,NURSING HOME,OPEN,120,ALACHUA,12001,USA,29.62971343,-82.41914649,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,www.greystonehealth.com,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,130471021,NURSING HOME
-82.60138603,29.83688548,28248,12986,MAYFLOWER ASSISTED LIVING THE,19880 N US HIGHWAY 441,HIGH SPRINGS,FL,32643,7202,(386) 454-7612,ASSISTED CARE,OPEN,15,ALACHUA,12001,USA,29.83688548,-82.60138603,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,15,-999,FOR-PROFIT,NOT AVAILABLE,NOT AVAILABLE,11964997,ASSISTED LIVING FACILITY
-82.34223514,29.63790628,32004,12594,GAINESVILLE HEALTH CARE CENTER,1311 SW 16TH STREET,GAINESVILLE,FL,32608,NOT AVAILABLE,(352) 376-8821,NURSING HOME,OPEN,180,ALACHUA,12001,USA,29.63790628,-82.34223514,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,www.gainesvillehealthcare.org,-999,-999,180,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,1568096,NURSING HOME
-82.33613909,29.63719143,26292,121148,PARKLANDS REHABILITATION AND NURSING CENTER,1000 SW 16TH AVE,GAINESVILLE,FL,32601,NOT AVAILABLE,(352) 376-2461,NURSING HOME,OPEN,120,ALACHUA,12001,USA,29.63719143,-82.3361391,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2017-12-30T00:00:00Z,NOT AVAILABLE,-999,-999,120,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,10050951,NURSING HOME
-82.37032742,29.61635959,33553,123357,PARK MEADOWS HEALTH AND REHABILITATION CENTER,3250 SW 41ST PLACE,GAINESVILLE,FL,32608,NOT AVAILABLE,(352) 378-1558,NURSING HOME,OPEN,154,ALACHUA,12001,USA,29.61635959,-82.37032742,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2018-11-13T00:00:00Z,www.greystonehealth.com,-999,-999,154,-999,THE OAKS NH L.L.C.,NOT AVAILABLE,NOT AVAILABLE,1380096,NURSING HOME
-82.39491821,29.61369817,35926,124288,PLAZA HEALTH AND REHAB,4842 SW ARCHER ROAD,GAINESVILLE,FL,32607,NOT AVAILABLE,(352) 376-8821,NURSING HOME,OPEN,180,ALACHUA,12001,USA,29.61369817,-82.39491821,623110,NURSING CARE FACILITIES (SKILLED NURSING FACILITIES),http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2018-12-05T00:00:00Z,IMAGERY/OTHER,2019-04-24T00:00:00Z,www.gainesvillehealthcare.org,-999,-999,180,-999,ARCHER HEALTH VENTURES LLC,NOT AVAILABLE,NOT AVAILABLE,1568096,NURSING HOME
-82.4293797,29.685644280000002,35956,124321,WINDSOR OF GAINESVILLE ASSISTED LIVING & MEMORY CARE THE,3605 NW 83RD ST,GAINESVILLE,FL,32606,NOT AVAILABLE,(352) 372-1900,ASSISTED CARE,OPEN,115,ALACHUA,12001,USA,29.685644280000002,-82.4293797,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2018-12-05T00:00:00Z,UNVERIFIED,2019-04-24T00:00:00Z,NOT AVAILABLE,-999,-999,115,-999,GAINESVILLE ALF LLC,NOT AVAILABLE,NOT AVAILABLE,13145,ASSISTED LIVING
-82.27205225,29.65072624,32426,122814,KLECKLEY FAMILY ASSISTED LIVING FACILITY,93 SE 43RD ST,GAINESVILLE,FL,32641,NOT AVAILABLE,(352) 505-5000,ASSISTED CARE,OPEN,6,ALACHUA,12001,USA,29.65072624,-82.27205225,623312,ASSISTED LIVING FACILITIES FOR THE ELDERLY,http://www.floridahealthfinder.gov/facilitylocator/ListFacilities.aspx,2017-11-14T00:00:00Z,IMAGERY/OTHER,2018-11-08T00:00:00Z,NOT AVAILABLE,-999,-999,6,-999,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,12870,ASSISTED LIVING FACILITY
