date,adjusted_cci,cci
2020-02-01,1,1.05518140753604
2020-02-02,1,1.00798792011365
2020-02-03,1,1.00683628846784
2020-02-04,1,1.0037338120162
2020-02-05,1,1.00992196527747
2020-02-06,1,1.30988545932374
2020-02-07,1,1.73447147029125
2020-02-08,1,1.42424039895627
2020-02-09,1,1.11087757994203
2020-02-10,1,1.01385363967956
2020-02-11,1,0.973813855235438
2020-02-12,1,0.982004705311176
2020-02-13,1,0.942164589459548
2020-02-14,1,0.921936825389887
2020-02-15,1,0.976493752493246
2020-02-16,1,1.02480221432456
2020-02-17,1,1.06231219814882
2020-02-18,1,1.01914574773163
2020-02-19,1,1.02098744008493
2020-02-20,1,1.02524584773203
2020-02-21,1,0.945389128234802
2020-02-22,1,0.855405344855043
2020-02-23,1,0.847067299895863
2020-02-24,1,0.899954853037724
2020-02-25,1,0.902187360170734
2020-02-26,1,0.903205066426615
2020-02-27,1,0.886331675654403
2020-02-28,1,0.887522900028334
2020-02-29,1,0.892853475104621
2020-03-01,1,0.8222455331581
2020-03-02,1,0.842827219387778
2020-03-03,1,0.860099114488771
2020-03-04,1,0.859926110006943
2020-03-05,1,0.95877865980864
2020-03-06,1,1.05666033889249
2020-03-07,1,1.00281294827808
2020-03-08,1,0.967466052654618
2020-03-09,1,1.09664386830078
2020-03-10,1,1.10296088037584
2020-03-11,0.872886446171713,0.962759603137693
2020-03-12,0.757539750078433,0.835536709666204
2020-03-13,0.595286160923453,0.656577348127687
2020-03-14,0.521625940589277,0.575333006659226
2020-03-15,0.596333350744523,0.657732357534655
2020-03-16,0.687744992083044,0.758555821941991
2020-03-17,0.640558115016433,0.706510542470414
2020-03-18,0.563920345726647,0.621982080984511
2020-03-19,0.404038767980958,0.445638955238248
2020-03-20,0.213737992797637,0.235744644705847
2020-03-21,0.170468893410118,0.188020520752319
2020-03-22,0.252605938159863,0.278614467940968
2020-03-23,0.300786394710297,0.331755626714745
2020-03-24,0.296289250108711,0.326795452145802
2020-03-25,0.292502462268406,0.322618773295662
2020-03-26,0.258909193037108,0.285566711489607
2020-03-27,0.209822763914177,0.231426300409673
2020-03-28,0.182058069777851,0.200802928921705
2020-03-29,0.206635847218896,0.227911255965762
2020-03-30,0.255291258887953,0.281576271655313
2020-03-31,0.266267509465395,0.293682646655435
2020-04-01,0.274367509705729,0.302616630051558
2020-04-02,0.237705566031941,0.262179940380827
2020-04-03,0.18283304119761,0.201657692081108
2020-04-04,0.161608848653846,0.178248237987773
2020-04-05,0.189084142187661,0.208552411932414
2020-04-06,0.235328297245797,0.259557905907572
2020-04-07,0.239067412167896,0.263682003393877
2020-04-08,0.240196004161292,0.264926796212498
2020-04-09,0.228542527191419,0.252073466994368
2020-04-10,0.199028473672461,0.219520620541638
2020-04-11,0.17563869379705,0.193722608338457
2020-04-12,0.196434364496587,0.216659419601225
2020-04-13,0.241479279242216,0.266342198425518
2020-04-14,0.247849165390643,0.273367933659682
2020-04-15,0.252455885617106,0.278448965856306
2020-04-16,0.231561883207418,0.255403698563942
2020-04-17,0.200099535189275,0.220701959495159
2020-04-18,0.177126758907391,0.195363885942615
2020-04-19,0.204840734736966,0.225931317122319
2020-04-20,0.25477266970735,0.281004288076122
2020-04-21,0.26321072950277,0.290311137936743
2020-04-22,0.261073993632632,0.287954401860284
2020-04-23,0.236656748930151,0.261023136146884
2020-04-24,0.208629935047701,0.230110656832968
2020-04-25,0.19472085441406,0.214769485012068
2020-04-26,0.21963859992387,0.242252783536549
2020-04-27,0.27563984353986,0.304019964497384
2020-04-28,0.279347373702996,0.308109225230136
2020-04-29,0.273833576915762,0.302027723071475
2020-04-30,0.260383658059062,0.287192988728305
2020-05-01,0.251524247412239,0.277421405361674
2020-05-02,0.233154014548202,0.257159757149247
2020-05-03,0.26171292974278,0.288659123394838
2020-05-04,0.332220040138567,0.366425707949732
2020-05-05,0.34148124563339,0.376640455315643
2020-05-06,0.340261358345196,0.375294967358297
2020-05-07,0.32876894332463,0.362619283169569
2020-05-08,0.318896774369547,0.351730667007652
2020-05-09,0.297465531977855,0.328092845031764
2020-05-10,0.308173152972827,0.339902932111108
2020-05-11,0.348095097937477,0.383935275675634
2020-05-12,0.347426188420287,0.383197494645663
2020-05-13,0.373559035828836,0.412021003030123
2020-05-14,0.353564315076505,0.389967608226264
2020-05-15,0.340694994531992,0.375773251108649
2020-05-16,0.326272837108546,0.359866175659966
2020-05-17,0.346377311048169,0.382040623935906
2020-05-18,0.412881576313941,0.45539222690219
2020-05-19,0.42666144204849,0.470590879744228
2020-05-20,0.424859938124875,0.468603891390638
2020-05-21,0.419202183566932,0.462363609442459
2020-05-22,0.436006066567969,0.480897635031015
2020-05-23,0.477623033091341,0.526799521066206
2020-05-24,0.59965550630351,0.66139656515474
2020-05-25,0.616954653432547,0.680476847701934
2020-05-26,0.555647565853233,0.612857528412175
2020-05-27,0.565656089787058,0.62389653878149
2020-05-28,0.526800704830313,0.581040569182256
2020-05-29,0.473669999326518,0.522439479464801
2020-05-30,0.443291671960344,0.48893337276866
2020-05-31,0.495177654371898,0.546161581608473
2020-06-01,0.594266920338158,0.655453165634415
2020-06-02,0.610926230002189,0.673827732487908
2020-06-03,0.612212903428028,0.675246882942429
2020-06-04,0.574249954363507,0.63337523522056
2020-06-05,0.495555393338919,0.546578212912091
2020-06-06,0.444164341709572,0.489895893363546
2020-06-07,0.515937276245896,0.569058632426887
2020-06-08,0.642377784691807,0.708517566937559
2020-06-09,0.666787491213718,0.735440518332681
2020-06-10,0.672138745658568,0.741342742646288
2020-06-11,0.646055464331286,0.712573903710459
2020-06-12,0.570918701641126,0.629700993785129
2020-06-13,0.528362180835318,0.582762816131422
2020-06-14,0.653506952134338,0.720792603257822
2020-06-15,0.815843730642225,0.899843719398259
2020-06-16,0.831832279794445,0.917478463647125
2020-06-17,0.805815619057613,0.888783104616389
2020-06-18,0.727132052254045,0.801998208503614
2020-06-19,0.596225977231189,0.657613928749859
2020-06-20,0.530587914116532,0.585217712870752
2020-06-21,0.696350839825812,0.768047735344735
2020-06-22,0.939835665309353,1.03660197281822
2020-06-23,0.982567039991439,1.08373300745724
2020-06-24,0.942457201525731,1.03949342471137
2020-06-25,0.822644766156898,0.907344995516991
2020-06-26,0.630082947769668,0.694956842781839
2020-06-27,0.543609917491398,0.599580473177351
2020-06-28,0.755339337115989,0.833109740247956
2020-06-29,0.950270662994895,1.04811136705218
2020-06-30,0.957363590730613,1.05593458887201
2020-07-01,0.928492990528132,1.02409144625571
2020-07-02,0.839650699788073,0.926101875046445
2020-07-03,0.707883836815226,0.780768179857551
2020-07-04,0.600400361845025,0.662218111678563
2020-07-05,0.646571356658902,0.713142912766305
2020-07-06,0.836139301564986,0.922228940170958
2020-07-07,0.858985237861112,0.947427114181144
2020-07-08,0.82796225448364,0.913209977123243
2020-07-09,0.73292500667457,0.808387610611253
2020-07-10,0.574690435870433,0.633861069091229
2020-07-11,0.510212301405589,0.562744209136892
2020-07-12,0.709355749183241,0.782391641618813
2020-07-13,0.891375923196658,0.983152772994814
2020-07-14,0.912696761261562,1.00666882331723
2020-07-15,0.908315101901002,1.0018360244514
2020-07-16,0.78559314044733,0.86647850180501
2020-07-17,0.598812846296827,0.660467144131912
2020-07-18,0.509526405379742,0.561987692652378
2020-07-19,0.684551037847841,0.755033015366851
2020-07-20,0.866223150059493,0.955410248191554
2020-07-21,0.880840055386754,0.971532122959679
2020-07-22,0.84982222059361,0.937320664588881
2020-07-23,0.752733460128765,0.830235559871976
2020-07-24,0.589018768326335,0.649664659271108
2020-07-25,0.519351538052969,0.57282442963545
2020-07-26,0.659108225382587,0.726970588530937
2020-07-27,0.805598073634073,0.88854316052452
2020-07-28,0.811171890525828,0.894690862510504
2020-07-29,0.775067204249495,0.854868805949465
2020-07-30,0.695046161014634,0.76660872565455
2020-07-31,0.555855334619232,0.613086689233236
2020-08-01,0.469665242503691,0.518022389353804
2020-08-02,0.551486398270055,0.608267923351242
2020-08-03,0.67266441842806,0.741922539146916
2020-08-04,0.682610421356835,0.752892591293459
2020-08-05,0.674291525469204,0.743717174561483
2020-08-06,0.610444479788961,0.673296380848605
2020-08-07,0.523643222585544,0.577557989785795
2020-08-08,0.470122593907465,0.518526830060752
2020-08-09,0.500779492709025,0.552340190152513
2020-08-10,0.569827824361111,0.628497798819981
2020-08-11,0.573422208383257,0.632462263785456
2020-08-12,0.568105760717113,0.626598429987134
2020-08-13,0.522109481162142,0.57586633299517
2020-08-14,0.472858230799619,0.521544130535711
2020-08-15,0.445944827095609,0.491859699092425
2020-08-16,0.473761267292323,0.522540144460715
2020-08-17,0.540137112669762,0.595750105313906
2020-08-18,0.54352938789355,0.599491652181213
2020-08-19,0.539268529753114,0.594792092335481
2020-08-20,0.511872904174461,0.564575789028803
2020-08-21,0.473946058361402,0.522743961780952
2020-08-22,0.435855787925676,0.48073188356741
2020-08-23,0.478225200258911,0.527463687895482
2020-08-24,0.59297535734076,0.654028622173744
2020-08-25,0.596246961792352,0.657637073899913
2020-08-26,0.581876423555296,0.641786932394496
2020-08-27,0.532425592174361,0.587244599879263
2020-08-28,0.459217506881677,0.506498945674213
2020-08-29,0.425079335489105,0.468845878100641
2020-08-30,0.488015945811735,0.538262497229961
2020-08-31,0.640407851134419,0.70634480728682
2020-09-01,0.642724128370506,0.708899570466328
2020-09-02,0.628044425725868,0.692708432713743
2020-09-03,0.569847631951922,0.628519645817781
2020-09-04,0.539731355877224,0.59530257144479
2020-09-05,0.579473771747331,0.639136901441145
2020-09-06,0.655395492257187,0.722875589134346
2020-09-07,0.635092373990545,0.700482043936595
2020-09-08,0.614722275637374,0.678014622323639
2020-09-09,0.607954612126932,0.670550154220075
2020-09-10,0.577060819284823,0.636475509268793
2020-09-11,0.501329014476752,0.552946291165232
2020-09-12,0.406257040172409,0.448085622687445
2020-09-13,0.437907733545816,0.482995099315082
2020-09-14,0.564627086882614,0.622761588832095
2020-09-15,0.573547197628737,0.632600122033689
2020-09-16,0.558563611721053,0.616073812929763
2020-09-17,0.533330159577344,0.588242302338416
2020-09-18,0.470071474153979,0.518470446972443
2020-09-19,0.413052491248588,0.455580739388977
2020-09-20,0.430213969540748,0.474509178594649
2020-09-21,0.563369980493891,0.621375049662863
2020-09-22,0.620237463719647,0.684097659026301
2020-09-23,0.605166703373241,0.667475199926696
2020-09-24,0.587655046873532,0.648160527856937
2020-09-25,0.534042671228193,0.589028174816114
2020-09-26,0.447686897550715,0.493781134655266
2020-09-27,0.453229953696822,0.499894908742148
2020-09-28,0.517938743726719,0.571266172761579
2020-09-29,0.586776801571565,0.647191857645494
2020-09-30,0.630993015694209,0.695960612101092
2020-10-01,0.531373806051049,0.586084520930727
2020-10-02,0.535737115384723,0.590897080434748
2020-10-03,0.48560922202372,0.535607975041909
2020-10-04,0.530870204575851,0.585529068204284
2020-10-05,0.645422055942864,0.711875279036727
2020-10-06,0.66476914067976,0.73321435665084
2020-10-07,0.73205929964752,0.807432769626551
2020-10-08,0.722254965465626,0.79661897256579
2020-10-09,0.568705449090915,0.627259862803855
2020-10-10,0.540528010795941,0.596181250655294
2020-10-11,0.571880556409148,0.63076188196686
2020-10-12,0.625767468894528,0.690197038402471
2020-10-13,0.604273160336126,0.666489656911826
2020-10-14,0.593723570291519,0.654853871788622
2020-10-15,0.57516788367992,0.634387675347515
2020-10-16,0.553189440276803,0.610146312062322
2020-10-17,0.49116306838808,0.541733650317417
2020-10-18,0.478375327251761,0.527629272095684
2020-10-19,0.507941420048783,0.560239515836361
2020-10-20,0.506458508931442,0.55860392288486
2020-10-21,0.507940476550068,0.560238475194187
2020-10-22,0.517245675392745,0.570501745501779
2020-10-23,0.527304263100898,0.581595974255701
2020-10-24,0.467967407522056,0.516149743787727
2020-10-25,0.44124662466997,0.486677765608859
